A00,"Cholera"
V717,"Person on outside of bus injured in collision with pedal cycle in traffic accident"
V719,"Unspecified occupant of bus injured in collision with pedal cycle in traffic accident"
V72,"Bus occupant injured in collision with two- or three-wheeled motor vehicle"
V720,"Driver of bus injured in collision with two- or three-wheeled motor vehicle in nontraffic accident"
V721,"Passenger on bus injured in collision with two- or three-wheeled motor vehicle in nontraffic accident"
V722,"Person on outside of bus injured in collision with two- or three-wheeled motor vehicle in nontraffic accident"
V723,"Unspecified occupant of bus injured in collision with two- or three-wheeled motor vehicle in nontraffic accident"
V724,"Person boarding or alighting from bus injured in collision with two- or three-wheeled motor vehicle"
V725,"Driver of bus injured in collision with two- or three-wheeled motor vehicle in traffic accident"
V726,"Passenger on bus injured in collision with two- or three-wheeled motor vehicle in traffic accident"
V727,"Person on outside of bus injured in collision with two- or three-wheeled motor vehicle in traffic accident"
V729,"Unspecified occupant of bus injured in collision with two- or three-wheeled motor vehicle in traffic accident"
V73,"Bus occupant injured in collision with car, pick-up truck or van"
V730,"Driver of bus injured in collision with car, pick-up truck or van in nontraffic accident"
V731,"Passenger on bus injured in collision with car, pick-up truck or van in nontraffic accident"
V732,"Person on outside of bus injured in collision with car, pick-up truck or van in nontraffic accident"
V733,"Unspecified occupant of bus injured in collision with car, pick-up truck or van in nontraffic accident"
V734,"Person boarding or alighting from bus injured in collision with car, pick-up truck or van"
V735,"Driver of bus injured in collision with car, pick-up truck or van in traffic accident"
V736,"Passenger on bus injured in collision with car, pick-up truck or van in traffic accident"
V737,"Person on outside of bus injured in collision with car, pick-up truck or van in traffic accident"
V739,"Unspecified occupant of bus injured in collision with car, pick-up truck or van in traffic accident"
V74,"Bus occupant injured in collision with heavy transport vehicle or bus"
V740,"Driver of bus injured in collision with heavy transport vehicle or bus in nontraffic accident"
V741,"Passenger on bus injured in collision with heavy transport vehicle or bus in nontraffic accident"
V742,"Person on outside of bus injured in collision with heavy transport vehicle or bus in nontraffic accident"
V743,"Unspecified occupant of bus injured in collision with heavy transport vehicle or bus in nontraffic accident"
V744,"Person boarding or alighting from bus injured in collision with heavy transport vehicle or bus"
V745,"Driver of bus injured in collision with heavy transport vehicle or bus in traffic accident"
V746,"Passenger on bus injured in collision with heavy transport vehicle or bus in traffic accident"
V747,"Person on outside of bus injured in collision with heavy transport vehicle or bus in traffic accident"
V749,"Unspecified occupant of bus injured in collision with heavy transport vehicle or bus in traffic accident"
V75,"Bus occupant injured in collision with railway train or railway vehicle"
V750,"Driver of bus injured in collision with railway train or railway vehicle in nontraffic accident"
V751,"Passenger on bus injured in collision with railway train or railway vehicle in nontraffic accident"
V752,"Person on outside of bus injured in collision with railway train or railway vehicle in nontraffic accident"
V753,"Unspecified occupant of bus injured in collision with railway train or railway vehicle in nontraffic accident"
V754,"Person boarding or alighting from bus injured in collision with railway train or railway vehicle"
V755,"Driver of bus injured in collision with railway train or railway vehicle in traffic accident"
V756,"Passenger on bus injured in collision with railway train or railway vehicle in traffic accident"
V757,"Person on outside of bus injured in collision with railway train or railway vehicle in traffic accident"
V759,"Unspecified occupant of bus injured in collision with railway train or railway vehicle in traffic accident"
V76,"Bus occupant injured in collision with other nonmotor vehicle"
V760,"Driver of bus injured in collision with other nonmotor vehicle in nontraffic accident"
V761,"Passenger on bus injured in collision with other nonmotor vehicle in nontraffic accident"
V762,"Person on outside of bus injured in collision with other nonmotor vehicle in nontraffic accident"
V763,"Unspecified occupant of bus injured in collision with other nonmotor vehicle in nontraffic accident"
V764,"Person boarding or alighting from bus injured in collision with other nonmotor vehicle"
V765,"Driver of bus injured in collision with other nonmotor vehicle in traffic accident"
V766,"Passenger on bus injured in collision with other nonmotor vehicle in traffic accident"
V767,"Person on outside of bus injured in collision with other nonmotor vehicle in traffic accident"
V769,"Unspecified occupant of bus injured in collision with other nonmotor vehicle in traffic accident"
V77,"Bus occupant injured in collision with fixed or stationary object"
V770,"Driver of bus injured in collision with fixed or stationary object in nontraffic accident"
V771,"Passenger on bus injured in collision with fixed or stationary object in nontraffic accident"
V772,"Person on outside of bus injured in collision with fixed or stationary object in nontraffic accident"
V773,"Unspecified occupant of bus injured in collision with fixed or stationary object in nontraffic accident"
V774,"Person boarding or alighting from bus injured in collision with fixed or stationary object"
V775,"Driver of bus injured in collision with fixed or stationary object in traffic accident"
V776,"Passenger on bus injured in collision with fixed or stationary object in traffic accident"
V777,"Person on outside of bus injured in collision with fixed or stationary object in traffic accident"
